Model2_1,Model2_2,Model2_3,Model2_4,Model2_5,Model2_6,Model2_7,Model2_8,Model2_9,Model2_10,Model2_11,Model2_12,Model2_13,Model2_14,Model2_15,Model2_16,Model2_17,Model2_18,Model2_19,Model2_20,Model2_21,Model2_22,Model2_23,Model2_24,Model2_25,Model2_26,Model2_27,Model2_28,Model2_29,Model2_30,Model2_31,Model2_32,Model2_33,Model2_34,Model2_35,Model2_36,Model2_37,Model2_38,Model2_39,Model2_40
0.6803544011363538,0.5176241156394052,0.6858546432810461,0.5218371600188809,0.5921409488664356,0.37354439721257526,0.5285933277835078,0.533485178647024,0.7591078420777981,0.4487036055917981,1.3307726650637277,0.570210863688693,0.4368435264355206,0.5192505162991505,0.6575338652641687,0.6276366362123503,0.5889284659630967,0.6267518762223556,0.6058300179872096,0.5984989852399298,0.6455139793116418,0.6441923837397123,0.6576826578434947,0.5104378087800125,0.5931181630486398,0.5841707976863536,0.6402721393307383,0.5112384325386987,0.7002668953335559,0.34142974874112575,0.535237936486153,0.5664262067688323,0.1723633519824208,0.5751567236814294,0.4735794270745729,0.5007507306516437,0.5414048748552069,0.5745473198816455,0.68820955779732,0.48772572019675
1.5162799608220556,0.6604271890617621,0.6904043987711671,0.7483266960983221,0.5390043785154873,0.5794197817952255,0.6916703399546735,0.5606971658606206,0.5713163989127901,0.5811173059241352,1.370595210193621,0.6508687390683229,0.6725283474743762,0.7700676677730396,0.7027689285253249,0.6639626443280655,0.7145050320888764,0.6476948540430509,0.6245085072553933,0.642056782237507,0.6622532871204738,0.588347274763052,0.5183472191282874,0.507075438175554,0.7137040622494705,0.7717713114806639,0.7388527534507717,0.5996018023618497,0.5097673764497511,0.6840106151661427,0.570897057853049,0.5045481562155011,0.7963944907133982,0.6363822161182169,0.7111562932076604,0.6683473375942701,0.6490608783029401,0.7827221461386671,0.5775609377203499,0.6412216668208512
0.8598037052015606,0.8543911103878714,0.7714100848985064,0.8076851502464533,0.8138714788477796,0.7447399715963797,0.7611691185219147,0.8816093442739747,0.9165246907801563,0.9409752119885844,1.2335472548212096,0.861074551598535,0.8325195136604364,0.7620026754805469,0.8892827605596856,0.7900480024433183,0.7476710519626728,0.9489607694164626,0.6406843012220089,0.6994292842996561,0.9088698678788099,0.9287420072592614,0.9192703032282807,1.054823085818247,0.8538227548265215,0.8382612177945787,0.8463287696693076,0.8859132389501241,0.5329239493022949,0.9060646343783008,0.8548770724530534,0.8878556600130455,0.8370433512754616,0.8745654349565191,0.8216122605453995,0.7723383698534803,0.8819842696677149,0.7714972653196384,0.7763406958324732,0.901007339984329
0.6994584560453951,0.6927620925953173,0.6205544661381381,0.850023876447981,0.7495468118450611,0.7166641576780332,0.7191007853497089,0.7014020664775318,0.7013485589491433,0.6582844888744144,0.2366861884751189,0.7567936715873437,0.7000700264198123,0.7253387823690254,0.6712511222791093,0.7356064251936258,0.7729269116632622,0.7152920427684961,0.6544351598534219,0.38463797616562445,0.6553537773594007,0.5002761749315958,0.6383067681600139,0.5630451564013386,0.6033414612848298,0.5175902968348152,0.7296759678977159,0.7105150333061001,0.5912066619617872,0.6534204758225117,0.7208386811218759,0.7716305340479434,0.6486900146660393,0.7539213579437017,0.7218945870705514,0.810861182598257,0.6493132859834319,0.6879703461517153,0.7803228348256361,0.6814781128467846
0.6499163109821176,0.5243223764814324,0.6591946993309301,0.5218695926695851,0.5615978698436904,0.5076957036170506,0.6178869612557785,0.6522486339905669,0.7298572436004023,0.4806121870754505,0.1801283597228467,0.4639265119943758,0.5934047065772106,0.5742746373281218,0.5204405356994863,0.6174185530450897,0.5941165091542402,0.5109014589110217,0.651312655713046,0.6412778327675976,0.5808696916903715,0.5942211984306365,0.6917937332730233,0.6326446619929262,0.5659935843311157,0.6448272736179523,0.5459962261385616,0.5321103015749085,0.6691503602409683,0.4103093658087733,0.5652826000925835,0.6008504790979604,0.21709913251349633,0.49272857907386913,0.4916972724485965,0.5442181144392664,0.5874327803151509,0.5304559916658462,0.6841958234885603,0.5414978384445399
0.7487300777613264,0.6412907714059299,0.6904862077544244,0.6894155713311876,0.5727742574291586,0.5666847001957538,0.6153084823941013,0.5690515928142696,0.5816738669876826,0.5463770188510337,0.34241761557918005,0.7758683138005574,0.6194377410607927,0.7531262414688769,0.6876278683858468,0.6743712529843849,0.6804450064932581,0.6654049730245823,0.6592976646242132,0.6467504912660509,0.6059809855297438,0.6896037209067494,0.5215220124806734,0.5774464960011019,0.7610685098539453,0.7614615897304526,0.7489528175152959,0.6969927685294319,0.4896159518247319,0.7305607174469211,0.6731689450955436,0.5315551384833975,0.6606966229160953,0.6952928508022098,0.6562393190087666,0.6951657224287375,0.6322542292758921,0.7762698387286378,0.558940343914295,0.6691453830388951
1.6816311252384182,0.8278450632050611,0.8509378978001088,0.8196814580520155,0.772603075031873,0.7376437682583276,0.7593027603411242,0.9375232218850478,0.8370830582600455,1.0060720908633498,1.29526955058494,0.8266014216029658,0.9196460450066937,0.8075621390227923,0.9138156355662539,0.8245167431580188,0.86992784789458,0.8852843988627299,0.64736921043,0.6356239824936427,0.9489582571641195,0.9007928868329103,0.9695610469809495,1.0600889635075275,0.8655018463323163,0.7513552206266334,0.870209866941849,0.8795841031061169,0.5403419827851841,0.8254726102844403,0.8728841098723485,0.8978857692005987,0.7703276545123305,0.8010923052122799,0.8822518225745439,0.7961152766023627,0.9507753512597557,0.7212675186783173,0.691110512156893,0.9005321992074511
0.7367435530886581,0.8095104332555727,0.5711115128154662,0.8939664754748771,0.7752639332927498,0.7261634053369934,0.8566671228474645,0.7386126837536713,0.6956895606520292,0.636452575133696,0.2434898195146037,0.7310817775655833,0.7719989719071236,0.734605851467574,0.6525675781471496,0.7621289074483077,0.6912085448997303,0.7106325960509636,0.6644724044184145,0.43813262582463786,0.6374220081293682,0.5165521243039972,0.6293643422538366,0.6055969508376431,0.6546334561605113,0.573336765470934,0.6517532405849602,0.7549353643542087,0.5975262366435524,0.7229259044282168,0.738242341977946,0.7791641487331601,0.729649305089282,0.7922438308421073,0.7624186104437898,0.8271321015786337,0.6702667426932507,0.7347764950012277,0.8392827448370106,0.7784095818466519
0.7017337358791842,0.4760110566976463,0.7057306667021628,0.4898672327004383,0.58229046170565,0.2829479188266835,0.49952486190136725,0.5883437355974594,0.7809268080698883,0.49034480521234647,0.20752944159410358,0.5636805811356389,0.4666098742087179,0.5334308716091716,0.6138165596489107,0.6242520478592065,0.6002325417841234,0.5979376306173361,0.6340878101385965,0.599572180845076,0.6287029841491378,0.6554497061169098,0.711843921504304,0.584116628807754,0.5748616127182722,0.5880453159230419,0.6379506238229985,0.5342158489339823,0.6810577295669866,0.3525291479746011,0.589876123886814,0.6127295291676195,0.1355420092866737,0.548689539712579,0.45561490696254264,0.5270020052133391,0.5686141237143723,0.5422554451073296,0.6755580484106978,0.4877925781262684
1.5265332246582766,0.5947088898737212,0.6981042518014183,0.7138865144400075,0.5004403375296835,0.5778483750794919,0.6235064107040138,0.5524619062864726,0.5343849773574658,0.577781763241203,1.3809618899134954,0.6578230138723042,0.6360354380637254,0.7849790556296519,0.652472053667505,0.6401431824609599,0.7032386581917649,0.6006315016220309,0.6389749951746864,0.6500009861121789,0.6218065754847704,0.5851800778607092,0.5029811084878233,0.5165675535134799,0.6950590615476944,0.772110338594111,0.7788710337536249,0.5974492064085322,0.4970655467475885,0.6957768331332641,0.615808065271267,0.49181647044993404,0.7322342851573076,0.605110898968253,0.6727639999674817,0.6773110127514328,0.6262776331889341,0.7680594741397755,0.5186802584948365,0.6059711814307616
